id,source_2,trn,registry,cutoff,source_3
tri01062,ictrp,ChiCTR2000032165,ChiCTR,2,ictrp
tri01063,ictrp,ChiCTR2000032162,ChiCTR,2,ictrp
tri01064,ictrp,ChiCTR2000032161,ChiCTR,2,ictrp
tri01065,ictrp,ISRCTN18348009,ISRCTN,2,ictrp
tri01066,ictrp,ISRCTN51255782,ISRCTN,2,ictrp
tri01067,ictrp,ISRCTN80453162,ISRCTN,2,ictrp
tri01068,ictrp,ISRCTN16912075,ISRCTN,2,ictrp
tri01069,ictrp,ISRCTN13694948,ISRCTN,2,ictrp
tri01070,ictrp,ISRCTN51287266,ISRCTN,2,ictrp
tri01071,ictrp,EUCTR2020-001391-15,EudraCT,2,ictrp
tri01072,ictrp,EUCTR2020-001329-30,EudraCT,2,ictrp
tri01073,ictrp,EUCTR2020-001527-14,EudraCT,2,ictrp
tri01074,ictrp,EUCTR2017-001100-30,EudraCT,2,ictrp
tri01075,ictrp,EUCTR2020-001255-40,EudraCT,1,ictrp
tri01076,ictrp,EUCTR2020-001659-42,EudraCT,2,ictrp
tri01077,ictrp,EUCTR2020-001622-64,EudraCT,2,ictrp
tri01078,ictrp,EUCTR2020-001440-26,EudraCT,2,ictrp
tri01079,ictrp,EUCTR2020-001327-13,EudraCT,2,ictrp
tri01080,ictrp,EUCTR2020-001459-42,EudraCT,2,ictrp
tri01081,ictrp,EUCTR2020-001417-21,EudraCT,2,ictrp
tri01082,ictrp,EUCTR2020-001500-41,EudraCT,2,ictrp
tri01083,ictrp,NCT04256395,ClinicalTrials.gov,2,ictrp
tri01084,ictrp,NCT04313946,ClinicalTrials.gov,2,ictrp
tri01085,ictrp,NCT04318444,ClinicalTrials.gov,2,ictrp
tri01086,ictrp,NCT04319016,ClinicalTrials.gov,2,ictrp
tri01087,ictrp,NCT04319445,ClinicalTrials.gov,2,ictrp
tri01088,ictrp,NCT04320017,ClinicalTrials.gov,2,ictrp
tri01089,ictrp,NCT04320056,ClinicalTrials.gov,2,ictrp
tri01090,ictrp,NCT04320862,ClinicalTrials.gov,2,ictrp
tri01091,ictrp,NCT04323839,ClinicalTrials.gov,2,ictrp
tri01092,ictrp,NCT04326920,ClinicalTrials.gov,2,ictrp
tri01092,auto,EUCTR2020-001254-22,EudraCT,2,auto
tri01093,ictrp,NCT04327479,ClinicalTrials.gov,2,ictrp
tri01094,ictrp,NCT04329572,ClinicalTrials.gov,2,ictrp
tri01095,ictrp,NCT04330599,ClinicalTrials.gov,2,ictrp
tri01096,ictrp,NCT04330638,ClinicalTrials.gov,2,ictrp
tri01097,ictrp,NCT04331808,ClinicalTrials.gov,2,ictrp
tri01098,ictrp,NCT04332380,ClinicalTrials.gov,2,ictrp
tri01099,ictrp,NCT04332835,ClinicalTrials.gov,2,ictrp
tri01100,ictrp,NCT04333589,ClinicalTrials.gov,2,ictrp
tri01101,ictrp,NCT04334265,ClinicalTrials.gov,2,ictrp
tri01102,ictrp,NCT04334291,ClinicalTrials.gov,2,ictrp
tri01103,ictrp,NCT04334980,ClinicalTrials.gov,2,ictrp
tri01104,ictrp,NCT04335032,ClinicalTrials.gov,2,ictrp
tri01105,ictrp,NCT04335123,ClinicalTrials.gov,2,ictrp
tri01106,ictrp,NCT04337008,ClinicalTrials.gov,2,ictrp
tri01107,ictrp,NCT04338009,ClinicalTrials.gov,2,ictrp
tri01108,ictrp,NCT04339712,ClinicalTrials.gov,2,ictrp
tri01108,auto,EUCTR2020-001039-29,EudraCT,2,auto
tri01109,ictrp,NCT04341493,ClinicalTrials.gov,2,ictrp
tri01110,ictrp,NCT04344184,ClinicalTrials.gov,2,ictrp
tri01111,ictrp,NCT04344327,ClinicalTrials.gov,2,ictrp
tri01112,ictrp,NCT04344431,ClinicalTrials.gov,2,ictrp
tri01113,ictrp,NCT04345601,ClinicalTrials.gov,2,ictrp
tri01114,ictrp,NCT04345679,ClinicalTrials.gov,2,ictrp
tri01115,ictrp,NCT04346212,ClinicalTrials.gov,2,ictrp
tri01116,ictrp,NCT04346797,ClinicalTrials.gov,2,ictrp
tri01117,ictrp,NCT04347694,ClinicalTrials.gov,2,ictrp
tri01118,ictrp,NCT04347993,ClinicalTrials.gov,2,ictrp
tri01119,ictrp,NCT04348474,ClinicalTrials.gov,2,ictrp
tri01120,ictrp,NCT04348929,ClinicalTrials.gov,2,ictrp
tri01121,ictrp,NCT04349202,ClinicalTrials.gov,2,ictrp
tri01122,ictrp,NCT04350580,ClinicalTrials.gov,2,ictrp
tri01122,auto,EUCTR2020-001570-30,EudraCT,2,auto
tri01123,ictrp,NCT04351724,ClinicalTrials.gov,2,ictrp
tri01123,auto,EUCTR2020-001302-30,EudraCT,2,auto
tri01124,ictrp,NCT04351854,ClinicalTrials.gov,2,ictrp
tri01125,ictrp,NCT04352608,ClinicalTrials.gov,2,ictrp
tri01126,ictrp,NCT04352764,ClinicalTrials.gov,2,ictrp
tri01127,ictrp,NCT04352946,ClinicalTrials.gov,2,ictrp
tri01128,ictrp,NCT04353037,ClinicalTrials.gov,2,ictrp
tri01129,ictrp,NCT04353518,ClinicalTrials.gov,2,ictrp
tri01130,ictrp,NCT04353609,ClinicalTrials.gov,2,ictrp
tri01131,ictrp,NCT04354870,ClinicalTrials.gov,2,ictrp
tri01132,ictrp,NCT04355052,ClinicalTrials.gov,2,ictrp
tri01133,ictrp,NCT04355234,ClinicalTrials.gov,2,ictrp
tri01134,ictrp,NCT04355338,ClinicalTrials.gov,2,ictrp
tri01135,ictrp,NCT04355429,ClinicalTrials.gov,2,ictrp
tri01136,ictrp,NCT04355481,ClinicalTrials.gov,2,ictrp
tri01137,ictrp,NCT04355507,ClinicalTrials.gov,2,ictrp
tri01138,ictrp,NCT04355715,ClinicalTrials.gov,2,ictrp
tri01139,ictrp,NCT04355754,ClinicalTrials.gov,2,ictrp
tri01140,ictrp,NCT04355793,ClinicalTrials.gov,2,ictrp
tri01141,ictrp,NCT04355884,ClinicalTrials.gov,2,ictrp
tri01142,ictrp,NCT04355962,ClinicalTrials.gov,2,ictrp
tri01143,ictrp,NCT04356365,ClinicalTrials.gov,2,ictrp
tri01144,ictrp,NCT04356560,ClinicalTrials.gov,2,ictrp
tri01145,ictrp,NCT04356586,ClinicalTrials.gov,2,ictrp
tri01146,ictrp,NCT04356677,ClinicalTrials.gov,2,ictrp
tri01147,ictrp,NCT04357106,ClinicalTrials.gov,2,ictrp
tri01148,ictrp,NCT04357327,ClinicalTrials.gov,2,ictrp
tri01149,ictrp,NCT04357366,ClinicalTrials.gov,2,ictrp
tri01149,auto,EUCTR2020-001466-11,EudraCT,2,auto
tri01150,ictrp,NCT04357418,ClinicalTrials.gov,2,ictrp
tri01151,ictrp,NCT04357496,ClinicalTrials.gov,2,ictrp
tri01152,ictrp,NCT04357574,ClinicalTrials.gov,2,ictrp
tri01153,ictrp,NCT04357613,ClinicalTrials.gov,2,ictrp
tri01154,ictrp,NCT04357782,ClinicalTrials.gov,2,ictrp
tri01155,ictrp,NCT04357808,ClinicalTrials.gov,2,ictrp
tri01155,auto,EUCTR2020-001634-36,EudraCT,2,auto
tri01156,ictrp,NCT04357834,ClinicalTrials.gov,2,ictrp
tri01157,ictrp,NCT04357860,ClinicalTrials.gov,2,ictrp
tri01157,auto,EUCTR2020-001531-27,EudraCT,2,auto
tri01158,ictrp,NCT04357886,ClinicalTrials.gov,2,ictrp
tri01159,ictrp,NCT04358042,ClinicalTrials.gov,2,ictrp
tri01160,ictrp,NCT04358211,ClinicalTrials.gov,2,ictrp
tri01161,ictrp,NCT04358406,ClinicalTrials.gov,2,ictrp
tri01162,ictrp,NCT04358510,ClinicalTrials.gov,2,ictrp
tri01163,ictrp,NCT04358536,ClinicalTrials.gov,2,ictrp
tri01164,ictrp,NCT04358614,ClinicalTrials.gov,2,ictrp
tri01165,ictrp,NCT04358627,ClinicalTrials.gov,2,ictrp
tri01166,ictrp,NCT04358640,ClinicalTrials.gov,2,ictrp
tri01167,ictrp,NCT04358809,ClinicalTrials.gov,2,ictrp
tri01168,ictrp,NCT04359095,ClinicalTrials.gov,2,ictrp
tri01169,ictrp,NCT04359251,ClinicalTrials.gov,2,ictrp
tri01170,ictrp,NCT04359290,ClinicalTrials.gov,2,ictrp
tri01171,ictrp,NCT04359316,ClinicalTrials.gov,2,ictrp
tri01172,ictrp,NCT04359329,ClinicalTrials.gov,2,ictrp
tri01173,ictrp,NCT04359459,ClinicalTrials.gov,2,ictrp
tri01174,ictrp,NCT04359615,ClinicalTrials.gov,2,ictrp
tri01175,ictrp,NCT04359836,ClinicalTrials.gov,2,ictrp
tri01176,ictrp,NCT04359849,ClinicalTrials.gov,2,ictrp
tri01177,ictrp,NCT04359875,ClinicalTrials.gov,2,ictrp
tri01178,ictrp,NCT04359914,ClinicalTrials.gov,2,ictrp
tri01179,ictrp,NCT04359953,ClinicalTrials.gov,2,ictrp
tri01179,auto,EUCTR2020-001303-16,EudraCT,2,auto
tri01180,ictrp,NCT04359992,ClinicalTrials.gov,2,ictrp
tri01181,ictrp,NCT04360096,ClinicalTrials.gov,2,ictrp
tri01182,ictrp,NCT04360356,ClinicalTrials.gov,2,ictrp
tri01183,ictrp,NCT04360486,ClinicalTrials.gov,2,ictrp
tri01184,ictrp,NCT04360538,ClinicalTrials.gov,2,ictrp
tri01185,ictrp,NCT04360551,ClinicalTrials.gov,2,ictrp
tri01186,ictrp,NCT04360733,ClinicalTrials.gov,2,ictrp
tri01187,ictrp,NCT04360759,ClinicalTrials.gov,2,ictrp
tri01188,ictrp,NCT04360811,ClinicalTrials.gov,2,ictrp
tri01189,ictrp,NCT04360850,ClinicalTrials.gov,2,ictrp
tri01190,ictrp,NCT04360863,ClinicalTrials.gov,2,ictrp
tri01191,ictrp,NCT04360876,ClinicalTrials.gov,2,ictrp
tri01192,ictrp,NCT04360954,ClinicalTrials.gov,2,ictrp
tri01193,ictrp,NCT04360980,ClinicalTrials.gov,2,ictrp
tri01194,ictrp,NCT04361019,ClinicalTrials.gov,2,ictrp
tri01195,ictrp,NCT04361318,ClinicalTrials.gov,2,ictrp
tri01196,ictrp,NCT04361422,ClinicalTrials.gov,2,ictrp
tri01197,ictrp,NCT04361435,ClinicalTrials.gov,2,ictrp
tri01198,ictrp,NCT04361448,ClinicalTrials.gov,2,ictrp
tri01199,ictrp,NCT04361461,ClinicalTrials.gov,2,ictrp
tri01200,ictrp,NCT04361500,ClinicalTrials.gov,2,ictrp
tri01201,ictrp,NCT04361526,ClinicalTrials.gov,2,ictrp
tri01202,ictrp,NCT04361591,ClinicalTrials.gov,2,ictrp
tri01203,ictrp,NCT04361604,ClinicalTrials.gov,2,ictrp
tri01204,ictrp,NCT04361786,ClinicalTrials.gov,2,ictrp
tri01205,ictrp,NCT04361903,ClinicalTrials.gov,2,ictrp
tri01206,ictrp,NCT04361916,ClinicalTrials.gov,2,ictrp
tri01207,ictrp,NCT04361981,ClinicalTrials.gov,2,ictrp
tri01208,ictrp,NCT04362111,ClinicalTrials.gov,2,ictrp
tri01209,ictrp,NCT04362124,ClinicalTrials.gov,2,ictrp
tri01210,ictrp,NCT04362358,ClinicalTrials.gov,2,ictrp
tri01211,ictrp,NCT04362943,ClinicalTrials.gov,2,ictrp
tri01212,ictrp,NCT04362956,ClinicalTrials.gov,2,ictrp
tri01213,ictrp,NCT04363099,ClinicalTrials.gov,2,ictrp
tri01214,ictrp,NCT04363268,ClinicalTrials.gov,2,ictrp
tri01215,ictrp,NCT04363372,ClinicalTrials.gov,2,ictrp
tri01216,ictrp,NCT04363489,ClinicalTrials.gov,2,ictrp
tri01217,ictrp,NCT04363528,ClinicalTrials.gov,2,ictrp
tri01218,ictrp,NCT04363541,ClinicalTrials.gov,2,ictrp
tri01219,ictrp,NCT04363671,ClinicalTrials.gov,2,ictrp
tri01220,ictrp,NCT04363749,ClinicalTrials.gov,2,ictrp
tri01221,ictrp,NCT04363788,ClinicalTrials.gov,2,ictrp
tri01222,ictrp,NCT04363840,ClinicalTrials.gov,2,ictrp
tri01223,ictrp,NCT04363866,ClinicalTrials.gov,2,ictrp
tri01224,ictrp,NCT04364022,ClinicalTrials.gov,2,ictrp
tri01225,ictrp,NCT04364711,ClinicalTrials.gov,2,ictrp
tri01226,ictrp,NCT04364984,ClinicalTrials.gov,2,ictrp
tri01227,ictrp,NCT04365127,ClinicalTrials.gov,2,ictrp
tri01228,ictrp,NCT04365439,ClinicalTrials.gov,2,ictrp
tri01229,ictrp,NCT04365634,ClinicalTrials.gov,2,ictrp
tri01230,ictrp,NCT04365699,ClinicalTrials.gov,2,ictrp
tri01231,ictrp,NCT04365738,ClinicalTrials.gov,2,ictrp
tri01232,ictrp,NCT04365881,ClinicalTrials.gov,2,ictrp
tri01233,ictrp,NCT04365959,ClinicalTrials.gov,2,ictrp
tri01234,ictrp,NCT04366050,ClinicalTrials.gov,2,ictrp
tri01235,ictrp,NCT04366830,ClinicalTrials.gov,2,ictrp
tri01236,ictrp,NCT04372069,ClinicalTrials.gov,2,ictrp
tri01237,ictrp,ACTRN12620000512921,ANZCTR,2,ictrp
tri01238,ictrp,ACTRN12620000516987,ANZCTR,2,ictrp
tri01239,ictrp,ACTRN12620000517976,ANZCTR,2,ictrp
tri01240,ictrp,ACTRN12620000527965,ANZCTR,2,ictrp
tri01241,ictrp,ISRCTN13311119,ISRCTN,2,ictrp
tri01242,ictrp,ISRCTN17898730,ISRCTN,2,ictrp
tri01243,ictrp,ISRCTN83971151,ISRCTN,2,ictrp
tri01243,auto,EUCTR2020-001366-11,EudraCT,2,auto
tri01243,auto,NCT04330690,ClinicalTrials.gov,2,auto
tri01243,auto,PER-010-20,REPEC,2,auto
tri01243,auto,IRCT20200405046953N1,IRCT,2,auto
tri01243,auto,NCT04321616,ClinicalTrials.gov,2,auto
tri01243,auto,EUCTR2020-000982-18,EudraCT,2,auto
tri01243,auto,CTRI/2020/04/024773,CTRI,2,auto
tri01243,auto,LBCTR2020043495,LBCTR,2,auto
tri01243,auto,EUCTR2020-002060-31,EudraCT,2,auto
tri01243,auto,EUCTR2020-001549-38,EudraCT,2,auto
tri01243,auto,NCT04575064,ClinicalTrials.gov,2,auto
tri01243,auto,NCT04647669,ClinicalTrials.gov,2,auto
tri01244,ictrp,ChiCTR2000032632,ChiCTR,2,ictrp
tri01245,ictrp,ChiCTR2000032574,ChiCTR,2,ictrp
tri01246,ictrp,ChiCTR2000032573,ChiCTR,2,ictrp
tri01247,ictrp,ChiCTR2000032527,ChiCTR,2,ictrp
tri01248,ictrp,ChiCTR2000032514,ChiCTR,2,ictrp
tri01249,ictrp,ChiCTR2000032487,ChiCTR,2,ictrp
tri01250,ictrp,ChiCTR2000032480,ChiCTR,2,ictrp
tri01251,ictrp,ChiCTR2000032478,ChiCTR,2,ictrp
tri01252,ictrp,ChiCTR2000032476,ChiCTR,2,ictrp
tri01253,ictrp,ChiCTR2000032461,ChiCTR,2,ictrp
tri01254,ictrp,ChiCTR2000032460,ChiCTR,2,ictrp
tri01255,ictrp,ChiCTR2000032459,ChiCTR,2,ictrp
tri01256,ictrp,ChiCTR2000032458,ChiCTR,2,ictrp
tri01257,ictrp,ChiCTR2000032457,ChiCTR,2,ictrp
tri01258,ictrp,ChiCTR2000032456,ChiCTR,2,ictrp
tri01259,ictrp,ChiCTR2000032455,ChiCTR,2,ictrp
tri01260,ictrp,ChiCTR2000032135,ChiCTR,2,ictrp
tri01261,ictrp,ChiCTR2000031896,ChiCTR,2,ictrp
tri01262,ictrp,ChiCTR2000031327,ChiCTR,2,ictrp
tri01263,ictrp,ChiCTR2000031174,ChiCTR,2,ictrp
tri01264,ictrp,EUCTR2020-001723-13,EudraCT,2,ictrp
tri01265,ictrp,EUCTR2020-001198-55,EudraCT,2,ictrp
tri01266,ictrp,EUCTR2020-001686-36,EudraCT,2,ictrp
tri01267,ictrp,EUCTR2020-001823-15,EudraCT,1,ictrp
tri01268,ictrp,EUCTR2020-001722-66,EudraCT,2,ictrp
tri01269,ictrp,EUCTR2020-001505-22,EudraCT,2,ictrp
tri01270,ictrp,EUCTR2020-001717-20,EudraCT,2,ictrp
tri01271,ictrp,EUCTR2020-001541-39,EudraCT,2,ictrp
tri01272,ictrp,EUCTR2020-001618-39,EudraCT,2,ictrp
tri01273,ictrp,EUCTR2020-001408-41,EudraCT,2,ictrp
tri01273,auto,DRKS00021238,DRKS,2,auto
tri01275,ictrp,NCT04273763,ClinicalTrials.gov,2,ictrp
tri01276,ictrp,NCT04318301,ClinicalTrials.gov,2,ictrp
tri01277,ictrp,NCT04321096,ClinicalTrials.gov,2,ictrp
tri01277,auto,EUCTR2020-001200-42,EudraCT,2,auto
tri01278,ictrp,NCT04328441,ClinicalTrials.gov,2,ictrp
tri01279,ictrp,NCT04328480,ClinicalTrials.gov,2,ictrp
tri01280,ictrp,NCT04329923,ClinicalTrials.gov,2,ictrp
tri01281,ictrp,NCT04334928,ClinicalTrials.gov,2,ictrp
tri01282,ictrp,NCT04335071,ClinicalTrials.gov,2,ictrp
tri01283,ictrp,NCT04338958,ClinicalTrials.gov,2,ictrp
tri01283,auto,EUCTR2020-001481-11,EudraCT,2,auto
tri01284,ictrp,NCT04344249,ClinicalTrials.gov,2,ictrp
tri01285,ictrp,NCT04344457,ClinicalTrials.gov,2,ictrp
tri01286,ictrp,NCT04345848,ClinicalTrials.gov,2,ictrp
tri01287,ictrp,NCT04347226,ClinicalTrials.gov,2,ictrp
tri01288,ictrp,NCT04348435,ClinicalTrials.gov,2,ictrp
tri01289,ictrp,NCT04349631,ClinicalTrials.gov,2,ictrp
tri01290,ictrp,NCT04351191,ClinicalTrials.gov,2,ictrp
tri01291,ictrp,NCT04352465,ClinicalTrials.gov,2,ictrp
tri01292,ictrp,NCT04353271,ClinicalTrials.gov,2,ictrp
tri01293,ictrp,NCT04355611,ClinicalTrials.gov,2,ictrp
tri01294,ictrp,NCT04356833,ClinicalTrials.gov,2,ictrp
tri01294,auto,EUCTR2020-001640-26,EudraCT,2,auto
tri01295,ictrp,NCT04356950,ClinicalTrials.gov,2,ictrp
tri01296,ictrp,NCT04358939,ClinicalTrials.gov,2,ictrp
tri01297,ictrp,NCT04359225,ClinicalTrials.gov,2,ictrp
tri01298,ictrp,NCT04359654,ClinicalTrials.gov,2,ictrp
tri01299,ictrp,NCT04359706,ClinicalTrials.gov,2,ictrp
tri01300,ictrp,NCT04359797,ClinicalTrials.gov,2,ictrp
tri01301,ictrp,NCT04359810,ClinicalTrials.gov,2,ictrp
tri01302,ictrp,NCT04361123,ClinicalTrials.gov,2,ictrp
tri01303,ictrp,NCT04361643,ClinicalTrials.gov,2,ictrp
tri01304,ictrp,NCT04361877,ClinicalTrials.gov,2,ictrp
tri01305,ictrp,NCT04361942,ClinicalTrials.gov,2,ictrp
tri01305,auto,EUCTR2020-001682-36,EudraCT,2,auto
tri01306,ictrp,NCT04362176,ClinicalTrials.gov,2,ictrp
tri01307,ictrp,NCT04362267,ClinicalTrials.gov,2,ictrp
tri01308,ictrp,NCT04362345,ClinicalTrials.gov,2,ictrp
tri01309,ictrp,NCT04363034,ClinicalTrials.gov,2,ictrp
tri01310,ictrp,NCT04363047,ClinicalTrials.gov,2,ictrp
tri01311,ictrp,NCT04363060,ClinicalTrials.gov,2,ictrp
tri01312,ictrp,NCT04363450,ClinicalTrials.gov,2,ictrp
tri01313,ictrp,NCT04364828,ClinicalTrials.gov,2,ictrp
tri01314,ictrp,NCT04365231,ClinicalTrials.gov,2,ictrp
tri01315,ictrp,NCT04365309,ClinicalTrials.gov,2,ictrp
tri01316,ictrp,NCT04365530,ClinicalTrials.gov,2,ictrp
tri01317,ictrp,NCT04365608,ClinicalTrials.gov,2,ictrp
tri01318,ictrp,NCT04365816,ClinicalTrials.gov,2,ictrp
tri01319,ictrp,NCT04366024,ClinicalTrials.gov,2,ictrp
tri01320,ictrp,NCT04366063,ClinicalTrials.gov,2,ictrp
tri01320,auto,IRCT20200217046526N2,IRCT,2,auto
tri01321,ictrp,NCT04366089,ClinicalTrials.gov,2,ictrp
tri01322,ictrp,NCT04366154,ClinicalTrials.gov,2,ictrp
tri01323,ictrp,NCT04366167,ClinicalTrials.gov,2,ictrp
tri01324,ictrp,NCT04366180,ClinicalTrials.gov,2,ictrp
tri01325,ictrp,NCT04366206,ClinicalTrials.gov,2,ictrp
tri01326,ictrp,NCT04366297,ClinicalTrials.gov,2,ictrp
tri01327,ictrp,NCT04366739,ClinicalTrials.gov,2,ictrp
tri01328,ictrp,NCT04366752,ClinicalTrials.gov,2,ictrp
tri01329,ictrp,NCT04366817,ClinicalTrials.gov,2,ictrp
tri01330,ictrp,NCT04366856,ClinicalTrials.gov,2,ictrp
tri01331,ictrp,NCT04366882,ClinicalTrials.gov,2,ictrp
tri01332,ictrp,NCT04366908,ClinicalTrials.gov,2,ictrp
tri01333,ictrp,NCT04366921,ClinicalTrials.gov,2,ictrp
tri01334,ictrp,NCT04366947,ClinicalTrials.gov,2,ictrp
tri01335,ictrp,NCT04367064,ClinicalTrials.gov,2,ictrp
tri01336,ictrp,NCT04367129,ClinicalTrials.gov,2,ictrp
tri01337,ictrp,NCT04367142,ClinicalTrials.gov,2,ictrp
tri01338,ictrp,NCT04367350,ClinicalTrials.gov,2,ictrp
tri01339,ictrp,NCT04367363,ClinicalTrials.gov,2,ictrp
tri01340,ictrp,NCT04367402,ClinicalTrials.gov,2,ictrp
tri01341,ictrp,NCT04367636,ClinicalTrials.gov,2,ictrp
tri01342,ictrp,NCT04367714,ClinicalTrials.gov,2,ictrp
tri01343,ictrp,NCT04367792,ClinicalTrials.gov,2,ictrp
tri01344,ictrp,NCT04367805,ClinicalTrials.gov,2,ictrp
tri01345,ictrp,NCT04367857,ClinicalTrials.gov,2,ictrp
tri01346,ictrp,NCT04367896,ClinicalTrials.gov,2,ictrp
tri01347,ictrp,NCT04368013,ClinicalTrials.gov,2,ictrp
tri01348,ictrp,NCT04368065,ClinicalTrials.gov,2,ictrp
tri01349,ictrp,NCT04368143,ClinicalTrials.gov,2,ictrp
tri01350,ictrp,NCT04368156,ClinicalTrials.gov,2,ictrp
tri01351,ictrp,NCT04368208,ClinicalTrials.gov,2,ictrp
tri01352,ictrp,NCT04368234,ClinicalTrials.gov,2,ictrp
tri01353,ictrp,NCT04368260,ClinicalTrials.gov,2,ictrp
tri01354,ictrp,NCT04368299,ClinicalTrials.gov,2,ictrp
tri01355,ictrp,NCT04368312,ClinicalTrials.gov,2,ictrp
tri01356,ictrp,NCT04368338,ClinicalTrials.gov,2,ictrp
tri01357,ictrp,NCT04368351,ClinicalTrials.gov,2,ictrp
tri01358,ictrp,NCT04368377,ClinicalTrials.gov,2,ictrp
tri01359,ictrp,NCT04368390,ClinicalTrials.gov,2,ictrp
tri01360,ictrp,NCT04368676,ClinicalTrials.gov,2,ictrp
tri01361,ictrp,NCT04368884,ClinicalTrials.gov,2,ictrp
tri01362,ictrp,NCT04368975,ClinicalTrials.gov,2,ictrp
tri01363,ictrp,NCT04369274,ClinicalTrials.gov,2,ictrp
tri01364,ictrp,NCT04369300,ClinicalTrials.gov,2,ictrp
tri01365,ictrp,NCT04369365,ClinicalTrials.gov,2,ictrp
tri01366,ictrp,NCT04369378,ClinicalTrials.gov,2,ictrp
tri01367,ictrp,NCT04369469,ClinicalTrials.gov,2,ictrp
tri01367,auto,JPRN-jRCT2031200126,jRCT,2,auto
tri01368,ictrp,NCT04369690,ClinicalTrials.gov,2,ictrp
tri01369,ictrp,NCT04369794,ClinicalTrials.gov,2,ictrp
tri01370,ictrp,NCT04369807,ClinicalTrials.gov,2,ictrp
tri01371,ictrp,NCT04369989,ClinicalTrials.gov,2,ictrp
tri01372,ictrp,NCT04370197,ClinicalTrials.gov,2,ictrp
tri01373,ictrp,NCT04370249,ClinicalTrials.gov,2,ictrp
tri01374,ictrp,NCT04370275,ClinicalTrials.gov,2,ictrp
tri01375,ictrp,NCT04370938,ClinicalTrials.gov,2,ictrp
tri01376,ictrp,NCT04371289,ClinicalTrials.gov,2,ictrp
tri01377,ictrp,NCT04371315,ClinicalTrials.gov,2,ictrp
tri01378,ictrp,NCT04371523,ClinicalTrials.gov,2,ictrp
tri01379,ictrp,NCT04371692,ClinicalTrials.gov,2,ictrp
tri01380,ictrp,NCT04372043,ClinicalTrials.gov,2,ictrp
tri01381,ictrp,NCT04372199,ClinicalTrials.gov,2,ictrp
tri01382,ictrp,NCT04372368,ClinicalTrials.gov,2,ictrp
tri01383,ictrp,ACTRN12620000487910,ANZCTR,2,ictrp
tri01384,ictrp,ACTRN12620000524998,ANZCTR,2,ictrp
tri01385,ictrp,ChiCTR2000032770,ChiCTR,2,ictrp
tri01386,ictrp,ChiCTR2000032769,ChiCTR,2,ictrp
tri01387,ictrp,ChiCTR2000032768,ChiCTR,2,ictrp
tri01388,ictrp,ChiCTR2000032767,ChiCTR,2,ictrp
tri01389,ictrp,ChiCTR2000032743,ChiCTR,2,ictrp
tri01390,ictrp,ChiCTR2000032737,ChiCTR,2,ictrp
tri01391,ictrp,ChiCTR2000032717,ChiCTR,2,ictrp
tri01392,ictrp,ChiCTR2000032716,ChiCTR,2,ictrp
tri01393,ictrp,ChiCTR2000032686,ChiCTR,2,ictrp
tri01394,ictrp,ChiCTR2000032666,ChiCTR,2,ictrp
tri01395,ictrp,ChiCTR2000032635,ChiCTR,2,ictrp
tri01396,ictrp,ISRCTN68026880,ISRCTN,2,ictrp
tri01397,ictrp,EUCTR2020-001700-42,EudraCT,2,ictrp
tri01398,ictrp,EUCTR2020-001635-27,EudraCT,1,ictrp
tri01399,ictrp,EUCTR2020-001766-11,EudraCT,1,ictrp
tri01401,ictrp,EUCTR2020-001709-21,EudraCT,2,ictrp
tri01402,ictrp,EUCTR2020-001768-27,EudraCT,2,ictrp
tri01403,ictrp,EUCTR2020-001598-66,EudraCT,2,ictrp
tri01404,ictrp,EUCTR2020-001786-36,EudraCT,1,ictrp
tri01405,ictrp,EUCTR2020-001632-10,EudraCT,2,ictrp
tri01406,ictrp,EUCTR2020-001783-28,EudraCT,2,ictrp
tri01407,ictrp,EUCTR2020-000705-86,EudraCT,2,ictrp
tri01408,ictrp,EUCTR2020-001891-14,EudraCT,2,ictrp
tri01409,ictrp,EUCTR2020-001825-29,EudraCT,2,ictrp
tri01410,ictrp,EUCTR2020-002032-69,EudraCT,2,ictrp
tri01411,ictrp,EUCTR2020-001697-30,EudraCT,2,ictrp
tri01412,ictrp,EUCTR2020-001603-16,EudraCT,2,ictrp
tri01413,ictrp,EUCTR2020-001375-32,EudraCT,2,ictrp
tri01413,auto,NL8504,NTR,2,auto
tri01414,ictrp,EUCTR2020-001994-66,EudraCT,2,ictrp
tri01415,ictrp,EUCTR2020-001934-37,EudraCT,2,ictrp
tri01416,ictrp,EUCTR2020-002123-11,EudraCT,2,ictrp
tri01417,ictrp,EUCTR2020-001474-29,EudraCT,2,ictrp
tri01418,ictrp,EUCTR2020-001953-36,EudraCT,1,ictrp
tri01419,ictrp,NCT04324489,ClinicalTrials.gov,2,ictrp
tri01420,ictrp,NCT04333550,ClinicalTrials.gov,2,ictrp
tri01421,ictrp,NCT04337047,ClinicalTrials.gov,2,ictrp
tri01422,ictrp,NCT04337359,ClinicalTrials.gov,2,ictrp
tri01423,ictrp,NCT04342702,ClinicalTrials.gov,2,ictrp
tri01424,ictrp,NCT04343768,ClinicalTrials.gov,2,ictrp
tri01425,ictrp,NCT04345614,ClinicalTrials.gov,2,ictrp
tri01426,ictrp,NCT04346667,ClinicalTrials.gov,2,ictrp
tri01427,ictrp,NCT04350320,ClinicalTrials.gov,2,ictrp
tri01428,ictrp,NCT04354597,ClinicalTrials.gov,2,ictrp
