id,trn_extracted,dual_coded,timestamp_finished,incidental_screening,incidental_screening_changes,incidental_screening_comment,comments
tri04937,CTRI/2020/08/027359,TRUE,2021-09-02T08:32:29Z,NA,NA,NA,While it is trying to technically teach &quot;prevention&quot; I think this is not inclusive of our definition of &quot;prevention.&quot; We haven't included educational interventions.
tri05060,CTRI/2020/10/028231,TRUE,2021-09-02T08:32:57Z,NA,NA,NA,NA
tri05388,NCT04377165,TRUE,2021-09-02T08:34:04Z,NA,NA,NA,"This is a behavior change app. Though it's aimed on reducing the spread, it's not a direct intervention."
tri00327,NCT04293887,TRUE,2021-09-02T08:35:47Z,NA,NA,NA,Covid is secondary outcome measure
tri00722,EUCTR2020-001333-13,TRUE,2021-09-02T08:36:44Z,NA,NA,NA,NA
tri00789,NCT04341038,TRUE,2021-09-02T08:41:02Z,NA,NA,NA,NA
tri07143,NCT04657809,TRUE,2021-09-02T08:38:03Z,NA,NA,NA,Rehabilitiation study for improvement of smell sensation
tri00801,NCT04344080,TRUE,2021-09-09T08:19:21Z,NA,NA,NA,NA
tri06775,NCT04620798,TRUE,2021-09-02T08:42:04Z,NA,NA,NA,NA
tri06767,NCT04619290,TRUE,2021-09-02T08:42:55Z,NA,NA,NA,NA
tri00897,NCT04280224,TRUE,2021-09-02T08:44:14Z,NA,NA,NA,NA
tri06711,NCT04609865,TRUE,2022-01-31T10:21:09Z,NA,NA,NA,NA
tri00912,NCT04325061,TRUE,2021-09-02T08:45:40Z,NA,NA,NA,Terminated (Lack of enrollment)
tri06633,NCT04597216,TRUE,2021-11-11T01:30:22Z,NA,NA,NA,NA
tri06473,NCT04573361,TRUE,2021-09-02T08:45:59Z,NA,NA,NA,rehabilitiation
tri00997,NCT04349410,TRUE,2021-09-30T09:13:26Z,NA,NA,NA,Secondary follow-up is unclear in paper.
tri06431,NCT04568096,TRUE,2021-09-02T08:46:29Z,NA,NA,NA,NA
tri01119,NCT04348474,TRUE,2021-09-02T08:51:02Z,NA,NA,NA,"More context: https://covexit.com/new-brazilian-study-shows-telemedicine-hydroxychloroquine-treatment-reduce-need-for-hospitalization/\n\nSuspended (Azidus, the CRO hired for this study by Prevent Senior has lost the interest to conduct this study.)"
tri06406,NCT04563689,TRUE,2021-11-11T03:59:39Z,NA,NA,NA,NA
tri00610,NCT04322344,TRUE,2021-09-02T08:47:52Z,NA,NA,NA,NA
tri00632,ChiCTR2000031501,TRUE,2021-09-02T08:48:20Z,NA,NA,NA,NA
tri01127,NCT04352946,TRUE,2021-09-02T08:51:38Z,NA,NA,NA,"From late august: &quot;&quot;As with other HCQ prevention trials, HERO-HCQ enrollment has been hindered by commentary from politicians, the media, as well as retracted publications. With all the information out there, it is easy for people to become confused about HCQ. Our message in HERO-HCQ remains the same: HCQ is safe, generally well tolerated, and the question we are asking, is HCQ effective in preventing COVID-19, remains important.&quot;&quot; https://heroesresearch.org/hero-hcq-continues-to-generate-evidence-on-prophylactic-use-of-hcq/"
tri01155,NCT04357808,TRUE,2021-09-02T08:52:42Z,NA,NA,NA,protocol: https://doi.org/10.1186/s13063-020-04588-5
tri06372,NCT04558463,TRUE,2021-09-02T08:52:52Z,NA,NA,NA,NA
tri06275,NCT04542941,TRUE,2021-11-11T01:16:49Z,NA,NA,NA,NA
tri01172,NCT04359329,TRUE,2021-09-02T08:53:27Z,NA,NA,NA,NA
tri01249,ChiCTR2000032487,TRUE,2021-09-02T08:53:48Z,NA,NA,NA,NA
tri01273,EUCTR2020-001408-41,TRUE,2021-09-02T08:54:51Z,NA,NA,NA,NA
tri06170,NCT04530656,TRUE,2021-11-05T06:32:10Z,NA,NA,NA,Primary Outcome: Occurrence of adverse reactions (AR) within 7 days after each dose of the recombinant SARS-CoV-2 vaccine
tri01286,NCT04345848,TRUE,2021-09-02T08:55:13Z,NA,NA,NA,NA
tri06155,NCT04529499,TRUE,2021-11-11T01:11:45Z,NA,NA,NA,NA
tri01288,NCT04348435,TRUE,2021-09-02T08:56:26Z,NA,NA,NA,NA
tri05936,NCT04500067,TRUE,2021-11-11T01:09:52Z,NA,NA,NA,non-english result(?) via google scholar keyword search: http://jpaic.aaukr.org/index.php/2519-2078/article/view/220624
tri01331,NCT04366882,TRUE,2021-09-02T08:57:03Z,NA,NA,NA,"observational: Determination of cause of death and contributing factors based on clinical, radiological, microbiological and histopathological data of the deceased patient"
tri00966,NCT04345887,TRUE,2021-09-02T09:00:43Z,NA,NA,NA,This letter talks about starting the trial see &quot;Other&quot; above
tri05805,NCT04486001,TRUE,2021-09-02T09:00:31Z,NA,NA,NA,pre-work: https://pubmed.ncbi.nlm.nih.gov/32423449/
tri05764,NCT04480593,TRUE,2021-11-11T01:25:11Z,NA,NA,NA,NA
tri00992,NCT04348461,TRUE,2021-09-02T09:02:55Z,NA,NA,NA,"suspended on ct.gov, prematurely ended on EUCTR\n\nThis pilot study confirms this trial is in process: https://www.thelancet.com/journals/eclinm/article/PIIS2589-5370(20)30198-X/fulltext"
tri01353,NCT04368260,TRUE,2021-09-02T09:06:01Z,NA,NA,NA,Primary outcome: diagnostic: Number of subjects for which the prototype swab and the control swab provide the same COVID-19 PCR result
tri05654,NCT04470609,TRUE,2021-09-02T09:01:58Z,NA,NA,NA,NA
tri05622,NCT04467918,TRUE,2021-09-02T09:02:28Z,NA,NA,NA,NA
tri05519,NCT04456452,TRUE,2021-11-05T06:27:26Z,NA,NA,NA,Primary Outcome Measures :\n\n    Incidence and severity of adverse events [ Time Frame: Primary endpoint at day 5 ]\n    Incidence and severity of adverse events
tri05514,NCT04456153,TRUE,2021-09-02T09:04:53Z,NA,NA,NA,NA
tri01154,NCT04357782,TRUE,2021-09-02T09:03:47Z,NA,NA,NA,NA
tri01285,NCT04344457,TRUE,2021-09-02T09:04:15Z,NA,NA,NA,NA
tri01426,NCT04346667,TRUE,2021-09-02T09:05:18Z,NA,NA,NA,study was terminated
tri05473,NCT04452773,TRUE,2021-09-02T09:05:55Z,NA,NA,NA,NA
tri05451,NCT04451239,TRUE,2021-11-05T06:26:56Z,NA,NA,NA,NA
tri05432,NCT04435522,TRUE,2021-09-02T09:07:22Z,NA,NA,NA,previous work? https://www.biorxiv.org/content/10.1101/2020.08.12.246389v1
tri01419,NCT04324489,TRUE,2021-09-02T09:10:16Z,NA,NA,NA,NA
tri05402,NCT04393077,TRUE,2021-09-02T09:07:50Z,NA,NA,NA,NA
tri05396,NCT04383717,TRUE,2021-11-05T06:26:20Z,NA,NA,NA,NA
tri04964,CTRI/2020/08/027491,TRUE,2021-09-02T09:09:23Z,NA,NA,NA,NA
tri04778,CTRI/2020/07/026631,TRUE,2021-09-02T09:09:48Z,NA,NA,NA,NA
tri04578,CTRI/2020/05/025483,TRUE,2021-09-23T09:09:14Z,NA,NA,NA,NA
tri01434,NCT04360122,TRUE,2021-09-02T09:11:56Z,NA,NA,NA,NA
tri04544,CTRI/2020/05/025326,TRUE,2021-09-02T09:11:35Z,NA,NA,NA,NA
tri04526,CTRI/2020/05/025275,TRUE,2021-09-23T09:08:36Z,NA,NA,NA,NA
tri02330,NCT04334850,TRUE,2021-09-30T08:36:09Z,NA,NA,NA,"This is really testing a strategy for when to give antibiotics, not really testing a covid treatment itself."
tri04148,ACTRN12620001104943,TRUE,2021-09-23T08:59:47Z,NA,NA,NA,"primary outcome: To determine the Safety and Tolerability of a single and multiple intranasal doses of REVTx-99 when administered to healthy adults as assessed by the collection of safety data, such as adverse events, clinical laboratory tests, vital signs, 12-lead ECGs and Physical Exams."
tri02427,ISRCTN99248812,TRUE,2021-09-02T09:14:27Z,NA,NA,NA,NA
tri02432,ISRCTN43900695,TRUE,2021-09-02T09:14:48Z,NA,NA,NA,NA
tri04042,ACTRN12620000817943,TRUE,2021-09-23T08:54:05Z,NA,NA,NA,NA
tri02567,NCT04341142,TRUE,2021-09-02T09:18:06Z,NA,NA,NA,Diagnostics
tri03749,NCT04451083,TRUE,2021-09-02T09:18:30Z,NA,NA,NA,NA
tri03666,ACTRN12620000698976,TRUE,2021-09-02T09:19:05Z,NA,NA,NA,NA
tri03624,NCT04445467,TRUE,2021-09-02T09:19:46Z,NA,NA,NA,NA
tri03587,NCT04443725,TRUE,2021-09-02T09:20:13Z,NA,NA,NA,NA
tri01439,NCT04369820,TRUE,2021-09-02T09:29:23Z,NA,NA,NA,observational: receptor expression
tri03566,NCT04442048,TRUE,2021-11-05T06:26:06Z,NA,NA,NA,"Primary Outcome Measures :\n\n    The rate of &quot;flu-like illness&quot; which includes: [ Time Frame: 1 year ]\n        WHO definition of &quot;influenza-like illness&quot; (ILI) [Fitzner 2018] or confirmed viral/bacterial respiratory infection AND\n        Results in a change or delay in cancer treatment or requirement for and unscheduled medical assesment, hospitalization or death.\n"
tri03536,NCT04438057,TRUE,2021-09-02T09:21:03Z,NA,NA,NA,NA
tri03522,NCT04435808,TRUE,2021-11-05T06:25:29Z,NA,NA,NA,Registry: Terminated (Stopped for futility by DSMB)
tri03511,NCT04435184,TRUE,2021-11-05T06:23:50Z,NA,NA,NA,"I would say the trial is about the treatment of Covid-19 but the primary outcome is not:\n\nPrimary Outcome Measures :\n\n    Soluble P-selectin level [ Time Frame: Day 3 after randomization or day of hospital discharge, whichever is earlier ]\n    Level of soluble P-selectin in ng/ml."
tri03407,NCT04394793,TRUE,2021-11-05T06:22:35Z,NA,NA,NA,NA
tri03324,NCT04355728,TRUE,2021-11-05T06:19:56Z,NA,NA,NA,\nPrimary Outcome Measures :\n\n    Incidence of pre-specified infusion associated adverse events [ Time Frame: Day 5 ]\n    Safety will be defined by the incidence of pre-specified infusion associated adverse events as assessed by treating physician\n\n    Incidence of Severe Adverse Events [ Time Frame: 90 days ]\n    Safety will be defined by the incidence of severe adverse events as assessed by treating physician
tri03304,NCT04343976,TRUE,2021-09-02T09:23:51Z,NA,NA,NA,NA
tri03028,NCT04331795,TRUE,2021-09-02T09:31:06Z,NA,NA,NA,"Results submitted to registry but not fully posted yet: https://clinicaltrials.gov/ct2/show/results/NCT04331795 The original biochecmical primary outcome was a time-to-event outcome but in the paper they say: Originally, the primary biochemical outcomes were rate of and time to CRP normalization, guided by earlier tocilizumab-related work.7, 17 During the conduct of the study, it became apparent that CRP normalization would lag behind a patient's clinical improvement and the patient could be safely discharged before CRP had normalized, making CRP normalization an impractical outcome measure. We therefore report the percentage of patients who achieved biochemical response, defined as a CRP reduction ? 25% from baseline in the 24-48 hours after tocilizumab administration, consistent with a decline determined by CRP half-life. I take this to mean it's a 2 day max f/u and the other primary outcome is just at 24 hours."
tri03209,NCT04371029,TRUE,2021-11-05T06:18:52Z,NA,NA,NA,NA
tri03196,NCT04311177,TRUE,2021-09-23T09:20:47Z,NA,NA,NA,NA
tri03163,NCT04429854,TRUE,2021-09-02T09:27:28Z,NA,NA,NA,NA
tri03145,NCT04426292,TRUE,2021-11-05T06:17:46Z,NA,NA,NA,NA
tri03045,NCT04347174,TRUE,2021-11-05T06:16:46Z,NA,NA,NA,NA
tri02968,NCT04395807,TRUE,2021-09-09T09:29:25Z,NA,NA,NA,Terminated (\nFew eligible patients at study start\nPatients received HFNC prior to intermediate care ward admission\nNIV was locally considered a step-up therapy to HFNC\nFull-face masks replaced the Helmet interface as local NIV standard\n)
tri01500,NCT04349098,TRUE,2021-09-02T09:32:15Z,NA,NA,NA,NA
tri02954,NCT04367545,TRUE,2021-09-09T09:26:57Z,NA,NA,NA,NA
tri02863,JPRN-UMIN000040341,TRUE,2021-09-02T09:32:54Z,NA,NA,NA,NA
tri01580,NCT04379479,TRUE,2021-09-02T09:32:56Z,NA,NA,NA,NA
tri01582,NCT04379661,TRUE,2021-09-02T09:33:54Z,NA,NA,NA,Behavioral: Online support Group
tri02795,IRCT20080901001165N59,TRUE,2021-09-02T09:34:03Z,NA,NA,NA,NA
tri01822,NCT04379271,TRUE,2021-09-02T09:34:59Z,NA,NA,NA,NA
tri02647,NCT04416360,TRUE,2021-09-02T09:36:10Z,NA,NA,NA,NA
tri01921,NCT04378920,TRUE,2021-09-09T08:22:38Z,NA,NA,NA,NA
tri02575,NCT04348500,TRUE,2021-09-02T09:41:19Z,NA,NA,NA,case report: https://pubmed.ncbi.nlm.nih.gov/32563584/
tri01994,ChiCTR2000033133,TRUE,2021-09-02T09:37:44Z,NA,NA,NA,NA
tri02056,NCT04390061,TRUE,2021-09-02T09:38:37Z,NA,NA,NA,NA
tri02081,NCT04392778,TRUE,2021-09-09T08:24:39Z,NA,NA,NA,NA
tri02086,NCT04394182,TRUE,2021-09-09T09:04:48Z,NA,NA,NA,NA
tri02100,NCT04347681,TRUE,2021-09-02T09:43:24Z,NA,NA,NA,NA
tri02225,EUCTR2020-001536-98,TRUE,2021-09-02T09:44:13Z,NA,NA,NA,prematurely ended
tri02297,NCT04401202,TRUE,2021-09-09T08:38:15Z,NA,NA,NA,NA
tri02344,NCT04368988,TRUE,2021-10-29T02:06:37Z,NA,NA,NA,the full results journal article includes around 14000 patients instead of 1400 mentioned in the registry - maybe a typo?
tri02571,NCT04345692,TRUE,2021-09-02T09:46:55Z,NA,NA,NA,Terminated (RECOVERY Trial results - no efficacy)
tri02346,NCT04374526,TRUE,2021-09-02T09:47:33Z,NA,NA,NA,NA
tri02416,ACTRN12620000635965,TRUE,2021-09-09T08:52:52Z,NA,NA,NA,NA
tri02570,NCT04345276,TRUE,2021-09-09T09:25:31Z,NA,NA,NA,NA
tri02421,ChiCTR2000033627,TRUE,2021-09-02T09:50:45Z,NA,NA,NA,NA
tri02450,NCT04323228,TRUE,2021-09-09T08:57:53Z,NA,NA,NA,NA
tri02477,NCT04385186,TRUE,2021-09-02T09:51:56Z,NA,NA,NA,NA
tri02532,NCT04410510,TRUE,2021-09-09T09:16:48Z,NA,NA,NA,NA
tri04638,CTRI/2020/06/025800,TRUE,2021-09-09T08:32:45Z,NA,NA,NA,No dates in piece
tri04605,CTRI/2020/06/025590,TRUE,2021-09-02T10:10:57Z,NA,NA,NA,NA
tri04441,RPCEC00000334,TRUE,2021-09-02T10:11:54Z,NA,NA,NA,NA
tri04160,ChiCTR2000039000,TRUE,2021-09-02T10:12:20Z,NA,NA,NA,NA
tri04052,ISRCTN95933274,TRUE,2021-09-09T08:21:58Z,NA,NA,NA,No dates in the article
tri03275,NCT04288102,TRUE,2021-09-09T08:20:41Z,NA,NA,NA,NA
tri03172,ISRCTN40302986,TRUE,2022-04-26T07:46:07Z,NA,NA,NA,Study ended in November 2020 according to article but no additional information.\n\nThe registry says follow-up was only to 14 days but follow-up actually reported in the article is much longer.
tri01021,NCT04352959,TRUE,2021-09-14T11:49:30Z,TRUE,FALSE,"The current protocol version is 6, August 4th, 2020. Recruitment began on April 6, 2020 and is anticipated to be complete by April 5, 2021.",NA
tri05485,NCT04453553,TRUE,2021-09-22T01:57:37Z,NA,NA,NA,diagnosis
tri00202,ChiCTR2000030432,TRUE,2021-09-27T08:13:51Z,NA,NA,NA,NA
tri01766,CTRI/2020/05/024981,TRUE,2021-09-27T08:30:54Z,NA,NA,NA,NA
tri03032,NCT04337996,TRUE,2021-09-27T08:53:10Z,NA,NA,NA,NA
tri06437,NCT04568525,TRUE,2021-11-03T13:29:45Z,NA,NA,NA,diagnosis
tri03525,NCT04436471,TRUE,2021-09-16T08:50:43Z,NA,NA,NA,result article report pooled results from this study and NCT04436471
tri05576,NCT04462627,TRUE,2021-11-03T13:08:37Z,NA,NA,NA,NA
tri04895,CTRI/2020/08/027120,TRUE,2021-09-22T01:40:50Z,NA,NA,NA,NA
tri01197,NCT04361435,TRUE,2021-09-09T08:39:17Z,NA,NA,NA,NA
tri01360,NCT04368676,TRUE,2021-09-09T08:39:59Z,NA,NA,NA,NA
tri01479,NCT04374903,TRUE,2021-09-09T08:40:54Z,NA,NA,NA,NA
tri01625,IRCT20200328046886N1,TRUE,2021-09-09T08:44:40Z,NA,NA,NA,related? https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3792895
tri01940,NCT04385199,TRUE,2021-09-16T08:12:01Z,NA,NA,NA,NA
tri02110,NCT04355897,TRUE,2021-09-09T08:46:43Z,NA,NA,NA,NA
tri02355,NCT04384497,TRUE,2021-09-09T08:47:19Z,NA,NA,NA,NA
tri02381,NCT04405310,TRUE,2021-09-09T08:54:07Z,NA,NA,NA,NA
tri03853,IRCT20150107020592N29,TRUE,2021-09-16T08:13:55Z,NA,NA,NA,"- no DOI available\n- Outcome switching.. in protocol was primary outcome oxagenation and secondary mortality and in the publication it was the other way around\n- poor reporting, no enrollment date, no study completion date...\n- time for primary outcome: The survival time was calculated from the time of ICU admission to hospital discharge."
tri04047,ChiCTR2000034825,TRUE,2021-09-29T03:12:00Z,NA,NA,NA,Exclude because no efficacy outcome as primary endpoint for phase 1 vaccine trial
tri04169,ChiCTR2000037524,TRUE,2021-09-16T08:27:06Z,NA,NA,NA,"Rehab Trial\n- To evaluate the psychological and sleep status of patients with COVID-19 after recovery, and to test the effect of psychological intervention based on online mindfulness-based training in the form of a randomized controlled study.\n- Inclusion criteria: Patients with novel coronavirus pneumonia history"
tri04176,ChiCTR2000036333,TRUE,2021-09-09T09:19:38Z,NA,NA,NA,NA
tri04511,CTRI/2020/05/025215,TRUE,2021-09-09T09:20:08Z,NA,NA,NA,NA
tri04598,CTRI/2020/06/025530,TRUE,2022-03-02T08:14:58Z,NA,NA,NA,Primary outcome is 'Viral Fevers including COVID19' which we include. 'Brief summary' posted in registry but does not meet minimum requirements for summary results; also indicates that outcome measured via self-report via whatsapp
tri05338,NCT04252820,TRUE,2021-09-09T09:20:54Z,NA,NA,NA,NA
tri01157,NCT04357860,TRUE,2021-09-09T09:23:49Z,NA,NA,NA,NA
tri01367,NCT04369469,TRUE,2021-09-09T09:26:51Z,NA,NA,NA,article related to trial: https://pubmed.ncbi.nlm.nih.gov/32554923/\ninterim results because the authors refer to phase 3 as ongoing and states the analysis is on preliminary data to confirm modified dosing regimen
tri01081,EUCTR2020-001417-21,TRUE,2021-09-22T00:26:52Z,NA,NA,NA,NA
tri00022,ChiCTR2000029853,TRUE,2021-09-27T08:05:01Z,NA,NA,NA,NA
tri05825,NCT04487964,TRUE,2021-09-13T09:04:56Z,NA,NA,NA,"Odd date in registration: 'The study will be conducted after January 18, 2017'\nProtocol linked in registration without publication date, links to google drive, but need to request access\nRelated background by trial team: https://doi.org/10.1016/j.phyplu.2021.100043"
tri05806,NCT04486144,TRUE,2021-09-13T09:06:29Z,NA,NA,NA,NA
tri00954,NCT04344782,TRUE,2021-09-30T08:30:33Z,NA,NA,NA,Sub-trial of NCT04324047/EUCTR2020-001246-18 (tri00659) observational supra-'trial' (excluded)
tri01100,NCT04333589,TRUE,2021-09-16T08:34:26Z,NA,NA,NA,"- follow-up time was not clearly reported. I stated 30 days for primary outcome because of this sentence: At the end of this clinical trial (30 days), the proportion of SARS-CoV-2 RNA PCR turning negative in the favipiravir group was much higher than control. And 14 days for secondary outcome because it was assessed &quot;after treatment&quot; which was max. 14 days."
tri01485,NCT04326790,TRUE,2021-09-16T08:42:17Z,NA,NA,NA,Terminated (Slow enrollment as a result of the rapid flattening of the curve of COVID-19 cases in Greece)
tri01795,NCT04273321,TRUE,2021-09-16T08:48:29Z,NA,NA,NA,- Trial was terminated early but results are available for all included participants\n- The Responsible party as stated in the registry (Shi Huanzhong) was not listed as author on the publication.
tri01882,NCT04334148,TRUE,2021-10-26T05:15:55Z,NA,NA,NA,NA
tri02565,NCT04339816,TRUE,2021-09-14T11:42:50Z,NA,NA,NA,Terminated (Steering Committee decision in accordance with stopping rule 1: Emergence of new data)
tri06967,NCT04483271,TRUE,2021-09-14T11:46:08Z,NA,NA,NA,Inclusion criteria: patients without a medical diagnosis of COVID-19 infection.\nThe very confusing title is: The Effect of Omega-3 Supplements on the Serum Levels of Selected Cytokines Involved in Cytokine Storm of Covid-19; A Randomized Clinical Trial in the Covid-19 Uninfected Jordanian People
tri00901,NCT04318015,TRUE,2021-10-11T08:25:21Z,NA,NA,NA,NA
tri03035,NCT04341922,TRUE,2021-09-14T11:49:50Z,NA,NA,NA,NA
tri03039,NCT04344288,TRUE,2021-09-14T11:50:14Z,NA,NA,NA,Terminated (Competent Authority's decision)
tri02577,NCT04355936,TRUE,2021-09-30T09:29:40Z,NA,NA,NA,"primary outcome: biomarker level (CRP), that is why we excluded the trial"
tri02948,NCT04351581,TRUE,2021-09-30T09:31:25Z,NA,NA,NA,NA
tri03158,NCT04428099,TRUE,2021-09-14T11:56:10Z,NA,NA,NA,NA
tri03593,NCT04444271,TRUE,2021-09-14T11:56:38Z,NA,NA,NA,NA
tri03162,NCT04429763,TRUE,2021-09-14T11:57:13Z,NA,NA,NA,NA
tri03468,NCT04427098,TRUE,2021-10-25T08:05:51Z,NA,NA,NA,NA
tri01930,NCT04384731,TRUE,2021-09-14T11:58:57Z,NA,NA,NA,NA
tri01950,NCT04386239,TRUE,2021-09-30T08:42:40Z,NA,NA,NA,"the investigator is part of an international Sarilumab COVID-19 Global Study Group that published results ( https://pubmed.ncbi.nlm.nih.gov/33676590/ ) ; publication is linked to another study TRN though, so not a result"
tri02181,NCT04397705,TRUE,2021-09-30T08:47:54Z,NA,NA,NA,monitoring/device tolerability rather than prevention/patient outcomes
tri02463,NCT04355364,TRUE,2021-09-30T08:51:27Z,NA,NA,NA,NA
tri02617,NCT04412018,TRUE,2021-09-30T08:56:06Z,NA,NA,NA,Primary Outcome Measures :\n\n    Change in hs-CRP levels from the randomization visit (Day 1) to the Day 14 visit [ Time Frame: 14 days ]
tri00114,ChiCTR2000030167,TRUE,2021-09-14T12:01:03Z,NA,NA,NA,NA
tri00668,NCT04328272,TRUE,2021-09-14T12:01:19Z,NA,NA,NA,NA
tri00937,NCT04343144,TRUE,2021-09-14T12:01:36Z,NA,NA,NA,Sub-trial of NCT04324047/EUCTR2020-001246-18 (tri00659) observational supra-'trial' (excluded)
tri01107,NCT04338009,TRUE,2021-10-29T01:37:02Z,NA,NA,NA,NA
tri01282,NCT04335071,TRUE,2021-11-11T01:02:17Z,NA,NA,NA,Terminated (1.) Not possible to recruit the planned number of patients during the planned study period; 2.) &quot;Dexamethason&quot; was included in the standard of care for the study population during the course of the study and inclusion criteria could no longer be met.)
tri01805,NCT04346199,TRUE,2021-09-14T12:03:21Z,NA,NA,NA,https://www.astrazeneca.com/media-centre/press-releases/2020/update-on-calavi-phase-ii-trials-for-calquence-in-patients-hospitalised-with-respiratory-symptoms-of-covid-19.html
tri02049,NCT04389385,TRUE,2021-09-14T12:03:47Z,NA,NA,NA,NA
tri02054,NCT04389801,TRUE,2021-09-14T12:04:05Z,NA,NA,NA,NA
tri02934,NCT04316377,TRUE,2022-09-09T12:35:28Z,NA,NA,NA,"Because of rapidly decreasing incidence of COVID-19 in Norway, the trial was prematurely stopped by the trial sponsor on May 25, 2020"
tri03323,NCT04354805,TRUE,2021-09-14T12:05:17Z,NA,NA,NA,NA
tri04114,ISRCTN10197987,TRUE,2021-09-23T08:58:52Z,NA,NA,NA,NA
tri05529,NCT04458246,TRUE,2021-09-14T12:05:56Z,NA,NA,NA,NA
tri05721,NCT04476888,TRUE,2021-11-11T01:17:51Z,NA,NA,NA,NA
tri05781,NCT04482634,TRUE,2021-09-14T12:06:53Z,NA,NA,NA,NA
tri06399,NCT04563065,TRUE,2021-09-14T12:07:08Z,NA,NA,NA,NA
tri06586,NCT04590469,TRUE,2021-09-14T12:07:24Z,NA,NA,NA,NA
tri05350,NCT04340557,TRUE,2021-09-30T08:26:08Z,NA,NA,NA,NA
tri04453,TCTR20201015003,TRUE,2021-09-16T06:06:55Z,NA,NA,NA,NA
tri00204,ChiCTR2000030420,TRUE,2021-09-16T06:09:39Z,NA,NA,NA,NA
tri00661,NCT04325867,TRUE,2021-09-16T08:43:08Z,NA,NA,NA,NA
tri00755,NCT04331665,TRUE,2021-09-16T06:10:33Z,NA,NA,NA,NA
tri01002,NCT04350281,TRUE,2021-09-16T06:11:01Z,NA,NA,NA,NA
tri01006,NCT04351295,TRUE,2021-09-16T08:45:28Z,NA,NA,NA,NA
tri02142,NCT04393038,TRUE,2022-09-19T07:29:03Z,NA,NA,NA,Trial status on REPEC as &quot;Without starting enrollment&quot; however terminated/prematurely ended on ClinicalTrials.gov/EUCTR and results submitted/posted indicates patients were included and trial was not withdrawn prior to patient enrollment
tri05581,NCT04463264,TRUE,2021-09-16T08:53:57Z,NA,NA,NA,NA
tri06277,NCT04542967,TRUE,2021-09-16T08:55:07Z,NA,NA,NA,NA
tri02067,NCT04391712,TRUE,2021-09-16T08:20:46Z,NA,NA,NA,NA
tri02112,NCT04360837,TRUE,2021-09-16T08:24:28Z,NA,NA,NA,"This has some results here: https://link.springer.com/chapter/10.1007/978-3-030-64610-3_52\n\nLooks like we may have included in first round (though it wouldn't have been fully searched) but I think this is pretty clearly a diagnostics, not treatment study. It's about imaging and measuring various lung things but not treating them. Primary Purpose on CT.gov is also diagnostics."
tri02458,NCT04344951,TRUE,2021-09-16T06:16:30Z,NA,NA,NA,NA
tri03020,NCT04424134,TRUE,2021-09-16T06:20:56Z,NA,NA,NA,NA
tri06059,NCT04517162,TRUE,2021-09-16T08:40:13Z,NA,NA,NA,NA
tri06885,NCT04638842,TRUE,2021-09-16T06:27:53Z,NA,NA,NA,Psychological outcomes
tri00735,NCT04291729,TRUE,2022-04-26T07:45:06Z,NA,NA,NA,NA
tri00877,IRCT20200325046860N2,TRUE,2021-09-16T06:30:24Z,NA,NA,NA,NA
tri01206,NCT04361916,TRUE,2021-09-16T09:03:23Z,NA,NA,NA,Monitoring isn't treatment or prevention
tri02055,NCT04389944,TRUE,2021-09-16T06:31:25Z,NA,NA,NA,NA
tri02198,ChiCTR2000033372,TRUE,2021-09-16T09:09:14Z,NA,NA,NA,NA
tri03404,NCT04393948,TRUE,2021-09-16T06:35:10Z,NA,NA,NA,NA
tri03745,NCT04324606,TRUE,2022-04-04T05:48:30Z,NA,NA,NA,NA
tri00044,ChiCTR2000029776,TRUE,2021-09-20T02:31:15Z,NA,NA,NA,NA
tri05744,NCT04479202,TRUE,2021-10-21T08:51:13Z,NA,NA,NA,NA
tri00056,ChiCTR2000029741,TRUE,2021-10-14T08:39:51Z,NA,NA,NA,NA
tri00065,ChiCTR2000029636,TRUE,2021-09-23T08:31:01Z,NA,NA,NA,NA
tri00087,ChiCTR2000029518,TRUE,2021-09-22T00:02:37Z,NA,NA,NA,NA
tri00088,ChiCTR2000029517,TRUE,2021-09-22T00:03:03Z,NA,NA,NA,NA
tri00105,ChiCTR2000029418,TRUE,2021-09-27T08:11:34Z,NA,NA,NA,NA
tri00116,ChiCTR2000030165,TRUE,2021-09-27T08:12:52Z,NA,NA,NA,Found 'recovery of four patients' with appropriate authors and institution which show the study was done\n\nAlso found another single case report preprint (via keyword search on Europe PMC) but cannot access it full pdf and not sure if it is necessary to include? https://europepmc.org/article/PPR/PPR240350
tri00176,ChiCTR2000029978,TRUE,2021-09-22T00:05:37Z,NA,NA,NA,NA
tri00187,ChiCTR2000029781,TRUE,2021-09-22T00:06:19Z,NA,NA,NA,NA
tri00243,ChiCTR2000030215,TRUE,2021-09-22T00:07:13Z,NA,NA,NA,NA
tri00270,ChiCTR2000030627,TRUE,2021-09-27T08:18:02Z,NA,NA,NA,"Pre-print has not been peer-reviewed. The full results publication is in chinese via a chinese publisher, only the abstract is available in english. \n\nresults comment: Trial registration had control. Full results preprint does NOT have control, but same study."
tri00308,ChiCTR2000030467,TRUE,2021-09-22T00:08:34Z,NA,NA,NA,NA
tri00491,ChiCTR2000030996,TRUE,2021-09-23T08:33:06Z,NA,NA,NA,"1. To explore the effect of Auricular point pressing on insomnia, anxiety, depression and comfort of 2019 new coronavirus pneumonia between the intervention group and the control group before and after intervention."
