id,trn,registry,ids_old,resolved
tri02578,NCT04356482,ClinicalTrials.gov,tri02578,NA
tri02579,NCT04358003,ClinicalTrials.gov,tri02579,NA
tri02580,NCT04359511,ClinicalTrials.gov,tri02580,NA
tri02581,NCT04359680,ClinicalTrials.gov,tri02581,NA
tri02582,NCT04359901,ClinicalTrials.gov,tri02582,NA
tri02583,NCT04361838,ClinicalTrials.gov,tri02583,NA
tri02584,NCT04367870,ClinicalTrials.gov,tri02584,NA
tri02585,NCT04371926,ClinicalTrials.gov,tri02585,NA
tri02586,NCT04372589,ClinicalTrials.gov,tri02586,NA
tri02587,NCT04374084,ClinicalTrials.gov,tri02587,NA
tri02588,NCT04374786,ClinicalTrials.gov,tri02588,NA
tri02589,NCT04382040,ClinicalTrials.gov,tri02589,NA
tri02590,EUCTR2020-001993-31,EudraCT,tri02590,NA
tri02590,NCT04382066,ClinicalTrials.gov,tri02590,NA
tri02591,NCT04382950,ClinicalTrials.gov,tri02591,NA
tri02592,NCT04384458,ClinicalTrials.gov,tri02592,NA
tri02593,NCT04385251,ClinicalTrials.gov,tri02593,NA
tri02594,NCT04385901,ClinicalTrials.gov,tri02594,NA
tri02595,NCT04385940,ClinicalTrials.gov,tri02595,NA
tri02596,NCT04389567,ClinicalTrials.gov,tri02596,NA
tri02597,NCT04389580,ClinicalTrials.gov,tri02597,NA
tri02598,NCT04392414,ClinicalTrials.gov,tri02598,NA
tri02599,NCT04393246,ClinicalTrials.gov,tri02599,NA
tri02599,EUCTR2020-002229-27,EudraCT,tri02599,NA
tri02599,CTRI/2021/05/033546,CTRI,tri02599; tri09318,NA
tri02600,NCT04394416,ClinicalTrials.gov,tri02600,NA
tri02601,NCT04395508,ClinicalTrials.gov,tri02601,NA
tri02602,NCT04395924,ClinicalTrials.gov,tri02602,NA
tri02603,NCT04400279,ClinicalTrials.gov,tri02603,NA
tri02604,NCT04403607,ClinicalTrials.gov,tri02604,NA
tri02605,NCT04408066,ClinicalTrials.gov,tri02605,NA
tri02606,NCT04408183,ClinicalTrials.gov,tri02606,NA
tri02607,NCT04408326,ClinicalTrials.gov,tri02607,NA
tri02608,NCT04409496,ClinicalTrials.gov,tri02608,NA
tri02609,NCT04409574,ClinicalTrials.gov,tri02609,NA
tri02610,NCT04409834,ClinicalTrials.gov,tri02610,NA
tri02611,NCT04410484,ClinicalTrials.gov,tri02611,NA
tri02612,NCT04411446,ClinicalTrials.gov,tri02612,NA
tri02613,NCT04411459,ClinicalTrials.gov,tri02613,NA
tri02614,NCT04411576,ClinicalTrials.gov,tri02614,NA
tri02615,NCT04411667,ClinicalTrials.gov,tri02615,NA
tri02616,NCT04411784,ClinicalTrials.gov,tri02616,NA
tri02617,NCT04412018,ClinicalTrials.gov,tri02617,NA
tri02618,NCT04412031,ClinicalTrials.gov,tri02618,NA
tri02619,NCT04412538,ClinicalTrials.gov,tri02619,NA
tri02620,NCT04412551,ClinicalTrials.gov,tri02620,NA
tri02621,NCT04412746,ClinicalTrials.gov,tri02621,NA
tri02622,NCT04412772,ClinicalTrials.gov,tri02622,NA
tri02623,NCT04412785,ClinicalTrials.gov,tri02623,NA
tri02624,NCT04413006,ClinicalTrials.gov,tri02624,NA
tri02625,NCT04413045,ClinicalTrials.gov,tri02625,NA
tri02626,NCT04413838,ClinicalTrials.gov,tri02626,NA
tri02627,NCT04413864,ClinicalTrials.gov,tri02627,NA
tri02628,NCT04413955,ClinicalTrials.gov,tri02628,NA
tri02629,NCT04413968,ClinicalTrials.gov,tri02629,NA
tri02630,NCT04414059,ClinicalTrials.gov,tri02630,NA
tri02631,NCT04414098,ClinicalTrials.gov,tri02631,NA
tri02632,NCT04414124,ClinicalTrials.gov,tri02632,NA
tri02633,NCT04414371,ClinicalTrials.gov,tri02633,NA
tri02634,NCT04414410,ClinicalTrials.gov,tri02634,NA
tri02635,NCT04414631,ClinicalTrials.gov,tri02635,NA
tri02636,NCT04414904,ClinicalTrials.gov,tri02636,NA
tri02637,NCT04415073,ClinicalTrials.gov,tri02637,NA
tri02638,NCT04415151,ClinicalTrials.gov,tri02638,NA
tri02639,NCT04416009,ClinicalTrials.gov,tri02639,NA
tri02640,EUCTR2020-002282-33,EudraCT,tri02640,NA
tri02640,NCT04416048,ClinicalTrials.gov,tri02640,NA
tri02641,NCT04416061,ClinicalTrials.gov,tri02641,NA
tri02642,NCT04416100,ClinicalTrials.gov,tri02642,NA
tri02643,NCT04416113,ClinicalTrials.gov,tri02643,NA
tri02644,NCT04416139,ClinicalTrials.gov,tri02644,NA
tri02645,NCT04416256,ClinicalTrials.gov,tri02645,NA
tri02646,NCT04416308,ClinicalTrials.gov,tri02646,NA
tri02647,NCT04416360,ClinicalTrials.gov,tri02647,NA
tri02648,NCT04416373,ClinicalTrials.gov,tri02648,NA
tri02649,NCT04416438,ClinicalTrials.gov,tri02649,NA
tri02650,NCT04416919,ClinicalTrials.gov,tri02650,NA
tri02651,NCT04417270,ClinicalTrials.gov,tri02651,NA
tri07288,NCT04417335,ClinicalTrials.gov,tri02652; tri07288,NA
tri07288,EUCTR2020-001591-15,EudraCT,tri02652,NA
tri07288,NL8547,NTR,tri02652,NA
tri02653,NCT04418544,ClinicalTrials.gov,tri02653,NA
tri02654,NCT04418947,ClinicalTrials.gov,tri02654,NA
tri02655,NCT04419025,ClinicalTrials.gov,tri02655,NA
tri02656,ISRCTN14447421,ISRCTN,tri02656,NA
tri05790,ISRCTN59048638,ISRCTN,tri02657; tri05790,NA
tri02658,ISRCTN55886926,ISRCTN,tri02658,NA
tri02659,ISRCTN15324611,ISRCTN,tri02659,NA
tri02660,ChiCTR2000033872,ChiCTR,tri02660,NA
tri02661,ChiCTR2000033830,ChiCTR,tri02661,NA
tri02662,ChiCTR2000033798,ChiCTR,tri02662,NA
tri02663,ChiCTR2000033782,ChiCTR,tri02663,NA
tri02664,ChiCTR2000033781,ChiCTR,tri02664,NA
tri02665,ChiCTR2000033780,ChiCTR,tri02665,NA
tri02666,ChiCTR2000033774,ChiCTR,tri02666,NA
tri02667,ChiCTR2000033745,ChiCTR,tri02667,NA
tri02668,ChiCTR2000033723,ChiCTR,tri02668,NA
tri02669,ChiCTR2000033720,ChiCTR,tri02669,NA
tri02670,ChiCTR2000033719,ChiCTR,tri02670,NA
tri02671,ChiCTR2000033705,ChiCTR,tri02671,NA
tri02672,EUCTR2020-001257-51,EudraCT,tri02672,NA
tri02673,EUCTR2020-001363-85,EudraCT,tri02673,NA
tri02674,EUCTR2020-001270-29,EudraCT,tri02674,NA
tri03217,EUCTR2020-001376-15,EudraCT,tri02675; tri03217,NA
tri03217,NCT04387409,ClinicalTrials.gov,tri02675; tri03217,NA
tri02677,EUCTR2020-001498-63,EudraCT,tri02677,NA
tri02679,EUCTR2020-001937-11,EudraCT,tri02679,NA
tri02680,EUCTR2020-001244-26,EudraCT,tri02680,NA
tri02681,DRKS00021439,DRKS,tri02681,NA
tri02682,DRKS00021443,DRKS,tri02682,NA
tri02683,DRKS00021447,DRKS,tri02683,NA
tri02684,DRKS00021416,DRKS,tri02684,NA
tri02685,DRKS00021420,DRKS,tri02685,NA
tri02686,DRKS00021424,DRKS,tri02686,NA
tri02687,DRKS00021432,DRKS,tri02687,NA
tri02688,DRKS00021468,DRKS,tri02688,NA
tri02689,DRKS00021399,DRKS,tri02689,NA
tri02690,DRKS00021395,DRKS,tri02690,NA
tri02691,DRKS00021516,DRKS,tri02691,NA
tri02692,DRKS00021521,DRKS,tri02692,NA
tri02693,DRKS00021523,DRKS,tri02693,NA
tri02694,DRKS00021522,DRKS,tri02694,NA
tri02695,DRKS00021527,DRKS,tri02695,NA
tri02696,DRKS00021506,DRKS,tri02696,NA
tri02697,DRKS00021514,DRKS,tri02697,NA
tri02698,DRKS00021574,DRKS,tri02698,NA
tri02699,DRKS00021573,DRKS,tri02699,NA
tri02699,EUCTR2020-001470-30,EudraCT,tri02699,FALSE
tri02700,DRKS00021575,DRKS,tri02700,NA
tri02701,DRKS00021578,DRKS,tri02701,NA
tri02702,DRKS00021537,DRKS,tri02702,NA
tri02703,DRKS00021585,DRKS,tri02703,NA
tri02704,DRKS00021588,DRKS,tri02704,NA
tri02705,DRKS00021581,DRKS,tri02705,NA
tri02706,DRKS00021582,DRKS,tri02706,NA
tri02707,DRKS00021591,DRKS,tri02707,NA
tri02708,DRKS00021206,DRKS,tri02708,NA
tri02709,DRKS00021208,DRKS,tri02709,NA
tri02710,DRKS00021214,DRKS,tri02710,NA
tri02711,DRKS00021255,DRKS,tri02711,NA
tri02712,DRKS00021254,DRKS,tri02712,NA
tri02713,DRKS00021226,DRKS,tri02713,NA
tri02714,DRKS00021225,DRKS,tri02714,NA
tri02715,DRKS00021220,DRKS,tri02715,NA
tri02716,DRKS00021231,DRKS,tri02716,NA
tri02717,DRKS00021166,DRKS,tri02717,NA
tri02718,DRKS00021161,DRKS,tri02718,NA
tri02719,DRKS00021164,DRKS,tri02719,NA
tri02720,DRKS00021145,DRKS,tri02720,NA
tri02721,DRKS00021152,DRKS,tri02721,NA
tri02722,DRKS00021153,DRKS,tri02722,NA
tri02723,DRKS00021186,DRKS,tri02723,NA
tri02724,DRKS00021301,DRKS,tri02724,NA
tri02725,DRKS00021306,DRKS,tri02725,NA
tri02726,DRKS00021289,DRKS,tri02726,NA
tri02727,DRKS00021295,DRKS,tri02727,NA
tri02728,DRKS00021297,DRKS,tri02728,NA
tri02729,DRKS00021268,DRKS,tri02729,NA
tri02730,DRKS00021276,DRKS,tri02730,NA
tri02731,DRKS00021270,DRKS,tri02731,NA
tri02732,DRKS00021273,DRKS,tri02732,NA
tri02733,DRKS00021134,DRKS,tri02733,NA
tri02734,DRKS00022057,DRKS,tri02734,NA
tri02735,DRKS00022054,DRKS,tri02735,NA
tri02736,DRKS00022067,DRKS,tri02736,NA
tri02737,DRKS00022071,DRKS,tri02737,NA
tri02738,DRKS00022083,DRKS,tri02738,NA
tri02739,DRKS00022088,DRKS,tri02739,NA
tri02740,DRKS00021815,DRKS,tri02740,NA
tri02741,DRKS00021823,DRKS,tri02741,NA
tri02742,DRKS00021810,DRKS,tri02742,NA
tri02743,DRKS00021605,DRKS,tri02743,NA
tri02744,DRKS00021611,DRKS,tri02744,NA
tri02745,DRKS00021612,DRKS,tri02745,NA
tri02746,DRKS00021638,DRKS,tri02746,NA
tri02747,DRKS00021653,DRKS,tri02747,NA
tri02748,DRKS00021630,DRKS,tri02748,NA
tri02749,DRKS00021688,DRKS,tri02749,NA
tri02750,DRKS00021680,DRKS,tri02750,NA
tri02751,DRKS00021699,DRKS,tri02751,NA
tri02752,DRKS00021698,DRKS,tri02752,NA
tri02753,DRKS00021658,DRKS,tri02753,NA
tri02754,DRKS00021664,DRKS,tri02754,NA
tri02755,DRKS00021675,DRKS,tri02755,NA
tri02756,DRKS00021677,DRKS,tri02756,NA
tri02757,DRKS00021676,DRKS,tri02757,NA
tri02758,DRKS00021671,DRKS,tri02758,NA
tri02759,DRKS00021727,DRKS,tri02759,NA
tri02760,DRKS00021729,DRKS,tri02760,NA
tri02761,DRKS00021732,DRKS,tri02761,NA
tri02761,EUCTR2020-001431-27,EudraCT,tri02761,NA
tri02762,DRKS00021706,DRKS,tri02762,NA
tri02763,DRKS00021709,DRKS,tri02763,NA
tri02764,DRKS00021757,DRKS,tri02764,NA
tri02765,DRKS00021763,DRKS,tri02765,NA
tri02766,DRKS00021772,DRKS,tri02766,NA
tri02767,DRKS00021775,DRKS,tri02767,NA
tri02768,DRKS00021740,DRKS,tri02768,NA
tri02769,DRKS00021752,DRKS,tri02769,NA
tri02770,DRKS00021791,DRKS,tri02770,NA
tri02771,SLCTR/2020/011,SLCTR,tri02771,NA
tri02772,IRCT20200128046294N2,IRCT,tri02772,NA
tri02773,IRCT20200314046774N1,IRCT,tri02773,NA
tri02774,IRCT20200324046850N3,IRCT,tri02774,NA
tri02775,IRCT20180923041093N3,IRCT,tri02775,NA
tri02776,IRCT20180923041093N4,IRCT,tri02776,NA
tri02777,IRCT20200324046850N1,IRCT,tri02777,NA
tri02778,IRCT20200318046812N1,IRCT,tri02778,NA
tri02779,IRCT20190810044500N5,IRCT,tri02779,NA
tri02780,IRCT20180725040596N2,IRCT,tri02780,NA
tri02781,IRCT20200404046947N1,IRCT,tri02781,NA
tri02782,IRCT20151228025732N52,IRCT,tri02782,NA
tri02783,IRCT20081027001411N3,IRCT,tri02783,NA
tri02784,IRCT20091201002804N12,IRCT,tri02784,NA
tri02785,IRCT20200217046526N1,IRCT,tri02785,NA
tri02786,IRCT20200411047016N1,IRCT,tri02786,NA
tri02787,IRCT20190727044343N3,IRCT,tri02787,NA
tri02788,IRCT20200223046586N2,IRCT,tri02788,NA
tri02789,IRCT20081019001369N6,IRCT,tri02789,NA
tri02790,IRCT20091012002582N21,IRCT,tri02790,NA
tri02791,IRCT20200325046859N2,IRCT,tri02791,NA
tri02792,IRCT20190418043307N1,IRCT,tri02792,NA
tri02793,IRCT20200411047019N1,IRCT,tri02793,NA
tri02794,IRCT20150303021315N19,IRCT,tri02794,NA
tri02795,IRCT20080901001165N59,IRCT,tri02795,NA
tri02796,IRCT20200209046427N1,IRCT,tri02796,NA
tri02797,IRCT20200428047228N1,IRCT,tri02797,NA
tri02798,IRCT20200501047259N1,IRCT,tri02798,NA
tri02799,IRCT20200115046144N2,IRCT,tri02799,NA
tri02800,IRCT20131129015584N3,IRCT,tri02800,NA
tri02801,IRCT20150107020592N25,IRCT,tri02801,NA
tri02802,IRCT20200502047268N1,IRCT,tri02802,NA
tri02803,IRCT20200503047280N1,IRCT,tri02803,NA
tri02804,IRCT20200418047126N1,IRCT,tri02804,NA
tri02805,IRCT20200405046951N1,IRCT,tri02805,NA
tri02806,IRCT20170211032494N3,IRCT,tri02806,NA
tri02807,IRCT20081011001323N25,IRCT,tri02807,NA
tri02808,IRCT20200421047150N1,IRCT,tri02808,NA
tri02809,IRCT20180923041093N6,IRCT,tri02809,NA
tri02810,IRCT20200509047360N1,IRCT,tri02810,NA
tri02811,IRCT20140428017469N1,IRCT,tri02811,NA
tri02812,IRCT20200506047323N2,IRCT,tri02812,NA
tri02813,IRCT20200509047373N1,IRCT,tri02813,NA
tri02814,IRCT20151227025726N15,IRCT,tri02814,NA
tri02815,IRCT20150716023235N15,IRCT,tri02815,NA
tri02816,IRCT20200510047383N1,IRCT,tri02816,NA
tri02817,IRCT20120215009014N355,IRCT,tri02817,NA
tri02818,IRCT20200511047396N1,IRCT,tri02818,NA
tri02819,IRCT20170731035423N2,IRCT,tri02819,NA
tri02820,IRCT20090609002017N35,IRCT,tri02820,NA
tri02821,IRCT20080901001165N55,IRCT,tri02821,NA
tri02822,IRCT20080901001165N53,IRCT,tri02822,NA
tri02823,IRCT20200428047228N2,IRCT,tri02823,NA
tri02824,IRCT20080901001165N60,IRCT,tri02824,NA
tri02825,IRCT20200506047323N1,IRCT,tri02825,NA
tri02826,IRCT20080901001165N56,IRCT,tri02826,NA
tri02827,IRCT20200405046960N2,IRCT,tri02827,NA
tri02828,IRCT20200516047462N1,IRCT,tri02828,NA
tri02829,IRCT20151227025726N17,IRCT,tri02829,NA
tri02830,IRCT20200516047468N1,IRCT,tri02830,NA
tri02831,IRCT20150107020592N23,IRCT,tri02831,NA
tri02832,IRCT20160809029275N1,IRCT,tri02832,NA
tri02833,IRCT20151226025699N3,IRCT,tri02833,NA
tri02834,IRCT20180608040007N2,IRCT,tri02834,NA
tri02835,IRCT20200517047485N1,IRCT,tri02835,NA
tri02836,IRCT20150107020592N22,IRCT,tri02836,NA
tri02837,IRCT20200518047497N1,IRCT,tri02837,NA
tri02838,IRCT20200519047510N1,IRCT,tri02838,NA
tri02839,IRCT20151227025726N18,IRCT,tri02839,NA
tri02840,IRCT20161206031256N3,IRCT,tri02840,NA
tri02841,IRCT20080901001165N58,IRCT,tri02841,NA
tri02842,IRCT20160126026217N4,IRCT,tri02842,NA
tri02843,IRCT20200422047168N2,IRCT,tri02843,NA
tri02844,IRCT20200525047562N1,IRCT,tri02844,NA
tri02845,IRCT20200523047550N1,IRCT,tri02845,NA
tri02846,IRCT20150107020592N24,IRCT,tri02846,NA
tri02847,IRCT20200518047497N2,IRCT,tri02847,NA
tri02848,IRCT20120703010178N20,IRCT,tri02848,NA
tri02849,IRCT20200412047042N1,IRCT,tri02849,NA
tri02851,LBCTR2020043459,LBCTR,tri02851,NA
tri02852,JPRN-JapicCTI-205270,JapicCTI,tri02852,NA
tri02853,JPRN-jRCT1032200025,jRCT,tri02853,NA
tri02854,JPRN-jRCTs031190227,jRCT,tri02854,NA
tri02855,JPRN-jRCTs031190269,jRCT,tri02855,NA
tri02856,JPRN-jRCTs031200026,jRCT,tri02856,NA
tri02857,JPRN-jRCTs032200044,jRCT,tri02857,NA
tri02858,JPRN-jRCTs041190120,jRCT,tri02858,NA
tri02859,JPRN-jRCTs061200002,jRCT,tri02859,NA
tri02860,JPRN-UMIN000039997,UMIN-CTR,tri02860,NA
tri02861,JPRN-UMIN000040219,UMIN-CTR,tri02861,NA
tri02862,JPRN-UMIN000040333,UMIN-CTR,tri02862,NA
tri02863,JPRN-UMIN000040341,UMIN-CTR,tri02863,NA
tri02864,JPRN-UMIN000040353,UMIN-CTR,tri02864,NA
tri02865,JPRN-UMIN000040405,UMIN-CTR,tri02865,NA
tri02866,JPRN-UMIN000040407,UMIN-CTR,tri02866,NA
tri02867,JPRN-UMIN000040451,UMIN-CTR,tri02867,NA
tri02868,JPRN-UMIN000040453,UMIN-CTR,tri02868,NA
tri02869,JPRN-UMIN000040479,UMIN-CTR,tri02869,NA
tri02870,JPRN-UMIN000040516,UMIN-CTR,tri02870,NA
tri02871,JPRN-UMIN000040520,UMIN-CTR,tri02871,NA
tri02872,JPRN-UMIN000040563,UMIN-CTR,tri02872,NA
tri02873,JPRN-UMIN000040587,UMIN-CTR,tri02873,NA
tri02874,JPRN-UMIN000040598,UMIN-CTR,tri02874,NA
tri02875,JPRN-UMIN000040602,UMIN-CTR,tri02875,NA
tri02876,JPRN-UMIN000040614,UMIN-CTR,tri02876,NA
tri02877,JPRN-UMIN000040616,UMIN-CTR,tri02877,NA
tri02878,JPRN-UMIN000040617,UMIN-CTR,tri02878,NA
tri02879,JPRN-UMIN000040679,UMIN-CTR,tri02879,NA
tri02880,JPRN-UMIN000040683,UMIN-CTR,tri02880,NA
tri02881,JPRN-UMIN000040694,UMIN-CTR,tri02881,NA
tri02882,PACTR202004801273802,PACTR,tri02882,NA
tri02883,PACTR202004693933092,PACTR,tri02883,NA
tri02884,PACTR202004761408382,PACTR,tri02884,NA
tri02885,PACTR202005599385499,PACTR,tri02885,NA
tri02886,PACTR202004893013257,PACTR,tri02886,NA
tri02887,PACTR202005681895696,PACTR,tri02887,NA
tri02888,PACTR202005622389003,PACTR,tri02888,NA
tri02889,PACTR202006717277937,PACTR,tri02889,NA
tri02890,PACTR202006899597082,PACTR,tri02890,NA
tri02891,RBR-6m69fc,ReBec,tri02891,NA
tri02892,RBR-9pgwfc,ReBec,tri02892,NA
tri02893,RBR-8969zg,ReBec,tri02893,NA
tri02894,RBR-658khm,ReBec,tri02894,NA
tri02895,RBR-6w5tbk,ReBec,tri02895,NA
tri02896,RBR-3k4wxb,ReBec,tri02896,NA
tri02897,RBR-3rdhgm,ReBec,tri02897,NA
tri02898,RBR-4vm3yy,ReBec,tri02898,NA
tri02899,RBR-62y3h7,ReBec,tri02899,NA
tri02900,RBR-9y32yy,ReBec,tri02900,NA
tri02902,RBR-2dxyx4,ReBec,tri02902,NA
tri02903,RBR-43hbks,ReBec,tri02903,NA
tri02904,RBR-949z6v,ReBec,tri02904,NA
tri02905,RBR-876qb5,ReBec,tri02905,NA
tri02906,RBR-4qjzh7,ReBec,tri02906,NA
tri02907,RPCEC00000306,RPCEC,tri02907,NA
tri02908,RPCEC00000307,RPCEC,tri02908,NA
tri02909,RPCEC00000308,RPCEC,tri02909,NA
tri02910,RPCEC00000309,RPCEC,tri02910,NA
tri02911,RPCEC00000310,RPCEC,tri02911,NA
tri02912,RPCEC00000311,RPCEC,tri02912,NA
tri02913,RPCEC00000312,RPCEC,tri02913,NA
tri02914,RPCEC00000313,RPCEC,tri02914,NA
tri02915,RPCEC00000314,RPCEC,tri02915,NA
tri02916,RPCEC00000315,RPCEC,tri02916,NA
tri02917,RPCEC00000316,RPCEC,tri02917,NA
tri02918,RPCEC00000317,RPCEC,tri02918,NA
tri02919,RPCEC00000318,RPCEC,tri02919,NA
tri02920,RPCEC00000319,RPCEC,tri02920,NA
tri02921,RPCEC00000320,RPCEC,tri02921,NA
tri02922,TCTR20200601002,TCTR,tri02922,NA
tri02923,TCTR20200527001,TCTR,tri02923,NA
tri02924,TCTR20200514001,TCTR,tri02924,NA
tri02925,TCTR20200426002,TCTR,tri02925,NA
tri02926,TCTR20200425001,TCTR,tri02926,NA
tri02927,TCTR20200409006,TCTR,tri02927,NA
tri02928,TCTR20200405001,TCTR,tri02928,NA
tri02929,TCTR20200404004,TCTR,tri02929,NA
tri02930,TCTR20200401002,TCTR,tri02930,NA
tri02931,TCTR20200324001,TCTR,tri02931,NA
tri02932,TCTR20200321001,TCTR,tri02932,NA
tri02933,NCT04315298,ClinicalTrials.gov,tri02933,NA
tri02935,NCT04321928,ClinicalTrials.gov,tri02935,NA
tri02936,NCT04335279,ClinicalTrials.gov,tri02936,NA
tri02937,NCT04335305,ClinicalTrials.gov,tri02937,NA
tri02938,NCT04335851,ClinicalTrials.gov,tri02938,NA
tri02939,NCT04339426,ClinicalTrials.gov,tri02939,NA
tri02940,NCT04345653,ClinicalTrials.gov,tri02940,NA
tri02941,NCT04346420,ClinicalTrials.gov,tri02941,NA
tri02942,NCT04346589,ClinicalTrials.gov,tri02942,NA
tri02943,NCT04347382,ClinicalTrials.gov,tri02943,NA
tri02944,NCT04348656,ClinicalTrials.gov,tri02944; tri02990,NA
tri02945,NCT04348942,ClinicalTrials.gov,tri02945,NA
tri02946,NCT04350073,ClinicalTrials.gov,tri02946,NA
tri02947,NCT04351139,ClinicalTrials.gov,tri02947,NA
tri02948,NCT04351581,ClinicalTrials.gov,tri02948,NA
tri02948,EUCTR2020-001544-26,EudraCT,tri02948,NA
tri02949,NCT04355702,ClinicalTrials.gov,tri02949,NA
tri02950,NCT04357041,ClinicalTrials.gov,tri02950,NA
tri02951,NCT04357444,ClinicalTrials.gov,tri02951,NA
tri02951,EUCTR2020-001571-32,EudraCT,tri02951,NA
tri02952,NCT04359667,ClinicalTrials.gov,tri02952,NA
tri02953,NCT04366323,ClinicalTrials.gov,tri02953,NA
tri02953,EUCTR2020-001364-29,EudraCT,tri02953,NA
tri02954,NCT04367545,ClinicalTrials.gov,tri02954,NA
tri02955,NCT04367662,ClinicalTrials.gov,tri02955,NA
tri02956,EUCTR2020-002641-42,EudraCT,tri02956,NA
tri02956,NCT04368728,ClinicalTrials.gov,tri02956,NA
tri02957,NCT04370223,ClinicalTrials.gov,tri02957,NA
tri02958,NCT04371328,ClinicalTrials.gov,tri02958,NA
tri02959,NCT04371744,ClinicalTrials.gov,tri02959,NA
tri02960,NCT04372017,ClinicalTrials.gov,tri02960,NA
tri02961,NCT04374565,ClinicalTrials.gov,tri02961,NA
tri02962,NCT04379310,ClinicalTrials.gov,tri02962,NA
tri02963,NCT04381923,ClinicalTrials.gov,tri02963,NA
tri02964,EUCTR2020-001740-26,EudraCT,tri02964,NA
tri02964,NCT04381962,ClinicalTrials.gov,tri02964,NA
tri02965,NCT04382495,ClinicalTrials.gov,tri02965,NA
tri02966,NCT04387838,ClinicalTrials.gov,tri02966,NA
tri02967,NCT04393636,ClinicalTrials.gov,tri02967,NA
tri02968,NCT04395807,ClinicalTrials.gov,tri02968,NA
tri02969,NCT04397510,ClinicalTrials.gov,tri02969,NA
tri02970,NCT04401293,ClinicalTrials.gov,tri02970,NA
tri02971,NCT04401436,ClinicalTrials.gov,tri02971,NA
tri02972,NCT04402060,ClinicalTrials.gov,tri02972,NA
tri02973,NCT04403100,ClinicalTrials.gov,tri02973,NA
tri02974,NCT04403828,ClinicalTrials.gov,tri02974,NA
tri02975,NCT04404270,ClinicalTrials.gov,tri02975,NA
tri02976,NCT04408001,ClinicalTrials.gov,tri02976,NA
tri02977,NCT04412265,ClinicalTrials.gov,tri02977,NA
tri02978,NCT04412356,ClinicalTrials.gov,tri02978,NA
tri02979,NCT04413747,ClinicalTrials.gov,tri02979,NA
tri02980,NCT04415086,ClinicalTrials.gov,tri02980,NA
tri02981,NCT04415879,ClinicalTrials.gov,tri02981,NA
tri02982,NCT04416399,ClinicalTrials.gov,tri02982,NA
tri02982,EUCTR2020-001889-10,EudraCT,tri02982; tri03187,NA
tri02983,NCT04417374,ClinicalTrials.gov,tri02983,NA
tri02984,NCT04418128,ClinicalTrials.gov,tri02984,NA
tri02985,NCT04418193,ClinicalTrials.gov,tri02985,NA
tri02986,NCT04418206,ClinicalTrials.gov,tri02986,NA
tri02987,NCT04418245,ClinicalTrials.gov,tri02987,NA
tri02988,NCT04418375,ClinicalTrials.gov,tri02988,NA
tri02989,NCT04418505,ClinicalTrials.gov,tri02989,NA
tri02944,NCT04418518,ClinicalTrials.gov,tri02990,NA
tri02991,NCT04418531,ClinicalTrials.gov,tri02991,NA
tri02992,NCT04418557,ClinicalTrials.gov,tri02992,NA
tri02993,NCT04418609,ClinicalTrials.gov,tri02993,NA
tri02994,NCT04419571,ClinicalTrials.gov,tri02994,NA
tri02995,PER-042-20,REPEC,tri02995,NA
tri02995,EUCTR2020-002259-39,EudraCT,tri02995,NA
tri02995,NCT04419623,ClinicalTrials.gov,tri02995,NA
tri02996,NCT04420182,ClinicalTrials.gov,tri02996,NA
tri02997,NCT04420260,ClinicalTrials.gov,tri02997,NA
tri02998,NCT04420273,ClinicalTrials.gov,tri02998,NA
tri02999,NCT04420286,ClinicalTrials.gov,tri02999,NA
tri03000,NCT04420364,ClinicalTrials.gov,tri03000,NA
tri03001,NCT04420390,ClinicalTrials.gov,tri03001,NA
tri03002,NCT04420416,ClinicalTrials.gov,tri03002,NA
tri03003,NCT04420468,ClinicalTrials.gov,tri03003,NA
tri03004,NCT04420637,ClinicalTrials.gov,tri03004,NA
tri03005,NCT04420676,ClinicalTrials.gov,tri03005,NA
tri03006,NCT04420806,ClinicalTrials.gov,tri03006,NA
tri03007,NCT04420988,ClinicalTrials.gov,tri03007,NA
tri03008,NCT04421391,ClinicalTrials.gov,tri03008,NA
tri03009,NCT04421534,ClinicalTrials.gov,tri03009,NA
tri03010,NCT04421625,ClinicalTrials.gov,tri03010,NA
tri03011,NCT04421664,ClinicalTrials.gov,tri03011,NA
tri03012,NCT04422379,ClinicalTrials.gov,tri03012,NA
tri03013,NCT04422418,ClinicalTrials.gov,tri03013,NA
tri03014,NCT04422535,ClinicalTrials.gov,tri03014,NA
tri03015,NCT04422691,ClinicalTrials.gov,tri03015,NA
tri03016,NCT04422769,ClinicalTrials.gov,tri03016,NA
tri03017,NCT04423042,ClinicalTrials.gov,tri03017,NA
tri03018,NCT04423315,ClinicalTrials.gov,tri03018,NA
tri03019,NCT04423692,ClinicalTrials.gov,tri03019,NA
tri03020,NCT04424134,ClinicalTrials.gov,tri03020,NA
tri03021,NCT04425616,ClinicalTrials.gov,tri03021,NA
tri03022,NCT03376854,ClinicalTrials.gov,tri03022,NA
tri03023,NCT04193878,ClinicalTrials.gov,tri03023,NA
tri03024,EUCTR2020-001441-39,EudraCT,tri03024,NA
tri03024,ISRCTN10207947,ISRCTN,tri03024,NA
tri03024,NCT04303507,ClinicalTrials.gov,tri03024,NA
tri03025,NCT04315987,ClinicalTrials.gov,tri03025,NA
tri03026,NCT04322682,ClinicalTrials.gov,tri03026,NA
